id_transaccion,id_comercio_comercio,fecha_transaccion,tipo_operacion,id_operacion,estado,monto,moneda,id_producto,motivo_venta_observada,numero_serie_terminal,codigo_autorizacion,numero_referencia,numero_lote,monto_dcc,dcc,numero_tarjeta,origen_tarjeta,tipo_tarjeta,marca_tarjeta,tipo_captura,banco_emisor,numero_cuenta,banco_pagador,numero_cuotas,transaccion_cuotas_sin_interes,nombre_programa,id_detalle_transaccion,importe_descuento,cashback,monto_cashback,comision_cuota_sin_interes,paga_rapido,qr,importe_propina,RUC,codigo_comercio,nombre_comercio,direccion,telefono,email,fecha_registro,ciudad,distrito,provincia,departamento,tipo_comercio,sector,ingresos_anuales,fecha_apertura,numero_empleados,frecuencia_transacciones,nivel_lealtad,id_comercio_producto,nombre_producto,categoria,precio_unitario,banco,comision,fecha,descripcion,es_dia_festivo,comision_aplicada,DayOfMonth
1022,28,2024-11-13 00:30:59.418199,Venta,28_822,En proceso,1889.88,Soles,220,,662788,390425,341349592588,8633,10.66,SI,4738******1090,Nacional,Débito,MasterCard,Magstripe,BBVA,4810248050,Scotiabank,8,NO,Paga Rápido,1222,78.25,NO,7.72,3.01,SI,SI,10.73,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,42,Producto E,Muebles,447.73,BBVA,0.013,,,False,24.56844,13
1023,28,2023-11-20 00:30:59.418199,Venta,28_823,Completado,784.27,Soles,816,Sin observaciones,549601,305411,627271264582,5177,13.95,NO,4762******8412,Internacional,Crédito,Visa,Manual,BBVA,7213444833,Interbank,9,NO,,1223,16.65,NO,9.57,1.11,SI,SI,7.3,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,162,Producto A,Ropa,490.22,BBVA,0.017,,,False,13.332590000000001,20
1024,28,2024-01-22 00:30:59.418199,Venta,28_824,Rechazado,284.6,Soles,265,Sin observaciones,897063,781784,881645591207,9346,18.24,SI,4816******4129,Nacional,Crédito,Visa,CHIP,BBVA,9234304093,BBVA,0,SI,,1224,10.27,SI,12.0,2.99,NO,SI,9.29,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,51,Producto E,Electrónica,455.89,BBVA,0.017,,,False,4.8382000000000005,22
1025,28,2024-04-13 00:30:59.418199,Venta,28_825,Rechazado,1060.82,Soles,517,Sin observaciones,125990,309545,847255866317,6179,49.31,SI,4692******5752,Nacional,Débito,Amex,Manual,Interbank,3258228337,BBVA,0,NO,Cashback Program,1225,46.73,SI,11.09,7.82,NO,SI,9.55,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,102,Producto B,Muebles,200.17,Interbank,0.012,,,False,12.72984,13
1026,28,2024-04-01 00:30:59.419199,Venta,28_826,Rechazado,1280.8,Soles,235,,901878,271641,555671823974,1057,49.01,NO,4066******1479,Nacional,Crédito,Amex,Manual,Interbank,5483925836,BBVA,11,NO,Paga Rápido,1226,98.65,NO,17.61,8.07,NO,SI,2.72,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,45,Producto E,Muebles,409.74,Interbank,0.018,,,False,23.054399999999998,1
1027,28,2024-11-05 00:30:59.419199,Venta,28_827,Completado,1786.79,Soles,729,Sin observaciones,161054,869323,404821999385,2379,32.23,SI,4960******7694,Internacional,Crédito,Amex,Magstripe,BBVA,6113602798,Scotiabank,3,SI,,1227,59.03,SI,11.84,0.05,NO,SI,3.97,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,144,Producto D,Muebles,22.85,BBVA,0.017,,,False,30.37543,5
1028,28,2024-06-17 00:30:59.419199,Venta,28_828,Rechazado,709.37,Soles,513,,542845,742565,946112525716,8654,20.77,SI,4597******5335,Internacional,Crédito,MasterCard,QR,Scotiabank,7170435235,BBVA,0,NO,Descuento Especial,1228,74.69,SI,10.34,5.68,SI,SI,0.93,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,101,Producto C,Alimentos,102.71,Scotiabank,0.019,,,False,13.47803,17
1029,28,2024-04-04 00:30:59.419199,Venta,28_829,Completado,171.52,Soles,472,,672627,183268,504860094277,8676,27.3,SI,4211******5630,Internacional,Crédito,Visa,Manual,Scotiabank,9307449576,BCP,0,SI,Cashback Program,1229,40.56,SI,5.85,8.22,SI,NO,7.76,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,93,Producto B,Muebles,11.25,Scotiabank,0.019,,,False,3.25888,4
1030,28,2024-04-16 00:30:59.419199,Venta,28_830,Rechazado,1726.17,Soles,787,Observado,785977,736989,841183450102,8185,22.52,NO,4458******3363,Nacional,Crédito,MasterCard,QR,BCP,3262314818,BCP,1,NO,Paga Rápido,1230,2.64,NO,17.28,7.75,NO,SI,14.79,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,156,Producto B,Electrónica,474.31,BCP,0.02,,,False,34.5234,16
1031,28,2024-05-26 00:30:59.419199,Venta,28_831,En proceso,1200.11,Soles,105,,934440,405390,220690601075,7267,48.52,NO,4795******2403,Internacional,Débito,MasterCard,CHIP,Scotiabank,8748158480,Scotiabank,5,SI,,1231,6.93,SI,1.33,7.53,NO,NO,12.51,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,19,Producto E,Alimentos,37.58,Scotiabank,0.014,,,False,16.80154,26
1032,28,2024-06-26 00:30:59.419199,Venta,28_832,En proceso,7.09,Soles,86,Sin observaciones,526178,384200,779438400778,1836,49.66,SI,4989******5560,Internacional,Débito,Amex,Manual,Interbank,7186744772,BBVA,4,NO,Descuento Especial,1232,75.18,SI,13.38,5.47,NO,SI,9.74,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,16,Producto A,Electrónica,295.88,Interbank,0.012,,,False,0.08508,26
1033,28,2024-10-10 00:30:59.419199,Venta,28_833,Completado,1845.41,Soles,309,Observado,863294,988404,999201163269,1421,37.7,NO,4589******9004,Nacional,Crédito,MasterCard,Manual,BCP,3222666877,BCP,2,SI,Cashback Program,1233,33.42,NO,19.1,3.8,NO,SI,2.56,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,60,Producto D,Electrónica,283.46,BCP,0.02,,,False,36.9082,10
1034,28,2023-12-27 00:30:59.419199,Venta,28_834,Completado,1671.16,Soles,498,,742336,482391,147541095008,6894,3.53,SI,4349******8307,Internacional,Crédito,Visa,Magstripe,Scotiabank,5972717619,BBVA,10,SI,Cashback Program,1234,86.05,SI,14.7,5.67,SI,NO,10.47,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,98,Producto C,Electrónica,156.37,Scotiabank,0.019,,,False,31.75204,27
1035,28,2024-04-09 00:30:59.419199,Venta,28_835,Completado,877.03,Soles,143,,165468,125779,552219080187,5946,49.44,SI,4611******3634,Nacional,Débito,MasterCard,QR,Scotiabank,1380656446,Interbank,9,NO,Descuento Especial,1235,20.24,NO,9.74,8.65,NO,NO,0.49,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,27,Producto C,Alimentos,408.3,Scotiabank,0.014,,,False,12.27842,9
1036,28,2024-09-14 00:30:59.419199,Venta,28_836,En proceso,1602.52,Soles,260,Sin observaciones,549442,202096,965839511722,5742,31.24,SI,4913******9900,Internacional,Crédito,Visa,Manual,BBVA,8944390098,BBVA,2,SI,Paga Rápido,1236,79.62,SI,4.93,5.39,NO,NO,8.28,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,50,Producto E,Electrónica,185.52,BBVA,0.017,,,False,27.24284,14
1037,28,2024-09-27 00:30:59.419199,Venta,28_837,Rechazado,1395.2,Soles,331,,261347,456183,366926584300,8104,28.86,SI,4393******3190,Nacional,Débito,Visa,Manual,BCP,9836978530,Scotiabank,1,NO,Cashback Program,1237,84.83,SI,14.1,9.19,SI,SI,2.54,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,65,Producto A,Muebles,116.87,BCP,0.015,,,False,20.928,27
1038,28,2024-10-07 00:30:59.419199,Venta,28_838,Completado,1130.57,Soles,225,,125522,831359,521952500094,7924,43.02,SI,4075******1571,Nacional,Débito,Visa,Magstripe,BCP,5918292199,BBVA,10,NO,,1238,40.4,SI,11.63,6.7,SI,NO,9.33,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,43,Producto E,Electrónica,346.42,BCP,0.015,,,False,16.95855,7
1039,28,2024-01-11 00:30:59.419199,Venta,28_839,En proceso,533.35,Soles,22,,955286,335477,129763616176,5377,15.97,SI,4518******2265,Nacional,Crédito,MasterCard,QR,Scotiabank,6229273488,Interbank,8,NO,Descuento Especial,1239,30.9,NO,2.98,7.12,NO,NO,13.91,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,3,Producto B,Ropa,431.98,Scotiabank,0.019,,,False,10.13365,11
1040,28,2024-08-20 00:30:59.419199,Venta,28_840,En proceso,1920.05,Soles,62,,965209,426766,268654397597,2491,27.13,SI,4362******1735,Internacional,Débito,Amex,Manual,BBVA,6726875723,Scotiabank,3,NO,Paga Rápido,1240,50.72,SI,0.15,1.6,NO,SI,14.83,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,11,Producto B,Electrónica,475.0,BBVA,0.013,,,False,24.960649999999998,20
1041,28,2024-03-29 00:30:59.419199,Venta,28_841,Rechazado,1945.79,Soles,430,,244336,678768,443559058564,4592,10.36,SI,4851******2885,Internacional,Crédito,MasterCard,CHIP,Interbank,8028099359,Interbank,4,NO,Paga Rápido,1241,11.44,NO,9.74,1.1,NO,NO,5.7,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,84,Producto E,Alimentos,461.83,Interbank,0.018,,,False,35.02422,29
1042,28,2024-01-21 00:30:59.419199,Venta,28_842,Rechazado,1244.2,Soles,203,Observado,798065,774772,993624542903,9512,11.61,SI,4584******1113,Internacional,Débito,Visa,QR,Scotiabank,8587707962,BCP,11,SI,Descuento Especial,1242,87.58,NO,11.59,2.96,SI,SI,2.79,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,39,Producto C,Alimentos,175.63,Scotiabank,0.014,,,False,17.4188,21
1043,28,2024-10-11 00:30:59.419199,Venta,28_843,Rechazado,1603.1,Soles,610,,787712,827212,375008164910,3492,17.8,NO,4045******9026,Nacional,Crédito,MasterCard,Magstripe,Interbank,4048825360,BBVA,10,NO,Cashback Program,1243,89.42,SI,13.07,4.18,SI,SI,12.37,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,120,Producto E,Electrónica,183.93,Interbank,0.018,,,False,28.855799999999995,11
1044,28,2023-12-27 00:30:59.419199,Venta,28_844,Rechazado,1521.27,Soles,851,Observado,632763,842055,914882895747,6829,40.98,SI,4008******4108,Nacional,Crédito,MasterCard,Magstripe,BCP,2679951708,BCP,6,NO,Paga Rápido,1244,7.23,NO,19.57,2.02,SI,NO,7.91,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,169,Producto A,Alimentos,490.64,BCP,0.02,,,False,30.4254,27
1045,28,2024-04-26 00:30:59.419199,Venta,28_845,Rechazado,1976.68,Soles,787,Observado,276798,400163,520900738060,9663,23.09,SI,4691******7571,Nacional,Débito,Visa,Magstripe,BBVA,5907292394,Scotiabank,10,SI,Cashback Program,1245,15.75,SI,15.67,0.76,NO,NO,14.77,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,156,Producto B,Electrónica,474.31,BBVA,0.013,,,False,25.696839999999998,26
1046,28,2024-07-03 00:30:59.419199,Venta,28_846,Completado,1057.98,Soles,885,Sin observaciones,597390,517938,754050421597,6364,40.29,NO,4960******3437,Internacional,Débito,Amex,CHIP,BCP,2641370746,BBVA,4,SI,,1246,57.9,NO,10.49,8.59,SI,SI,5.12,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,175,Producto E,Muebles,149.03,BCP,0.015,,,False,15.8697,3
1047,28,2024-05-14 00:30:59.419199,Venta,28_847,En proceso,1389.5,Soles,858,Sin observaciones,992896,906962,400308809846,7977,32.03,SI,4262******9975,Nacional,Crédito,MasterCard,CHIP,Scotiabank,6370947681,Interbank,10,NO,Paga Rápido,1247,92.4,SI,0.1,0.45,NO,SI,11.53,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,170,Producto C,Ropa,364.0,Scotiabank,0.019,,,False,26.4005,14
1048,28,2024-02-03 00:30:59.419199,Venta,28_848,En proceso,230.47,Soles,270,Sin observaciones,524597,843973,942731561419,6216,3.05,SI,4632******4593,Internacional,Débito,Visa,CHIP,Interbank,9780078128,Scotiabank,1,SI,Descuento Especial,1248,94.72,NO,12.4,3.5,NO,SI,14.18,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,52,Producto E,Muebles,318.54,Interbank,0.012,,,False,2.76564,3
1049,28,2024-07-29 00:30:59.419199,Venta,28_849,Rechazado,1270.84,Soles,214,,572559,887947,406055395577,9291,49.58,SI,4262******5223,Internacional,Débito,Visa,CHIP,Scotiabank,7012906616,BBVA,1,NO,Paga Rápido,1249,69.26,NO,15.58,6.95,NO,NO,5.87,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,41,Producto D,Muebles,108.72,Scotiabank,0.014,,,False,17.79176,29
1050,28,2024-03-27 00:30:59.419199,Venta,28_850,En proceso,1688.71,Soles,991,Sin observaciones,166423,126416,486636040606,3898,12.2,NO,4493******4399,Nacional,Débito,Amex,CHIP,BBVA,7419772887,BBVA,6,SI,Cashback Program,1250,54.81,SI,9.08,5.38,SI,NO,5.54,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,197,Producto A,Ropa,209.64,BBVA,0.013,,,False,21.953229999999998,27
1051,28,2024-06-16 00:30:59.419199,Venta,28_851,En proceso,1008.38,Soles,480,Sin observaciones,365273,287038,865561268093,5873,3.58,NO,4652******3138,Nacional,Débito,Visa,CHIP,Scotiabank,5080129341,Scotiabank,6,SI,Cashback Program,1251,11.67,NO,7.43,3.75,SI,SI,8.83,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,94,Producto E,Electrónica,133.91,Scotiabank,0.014,,,False,14.11732,16
1052,28,2024-09-01 00:30:59.419199,Venta,28_852,Rechazado,213.47,Soles,575,Sin observaciones,876115,124844,207045757907,5457,47.81,SI,4162******7367,Internacional,Crédito,Visa,QR,BCP,6799698697,BBVA,0,SI,Paga Rápido,1252,75.55,SI,13.01,9.46,SI,SI,14.44,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,113,Producto E,Ropa,475.19,BCP,0.02,,,False,4.2694,1
1053,28,2024-07-09 00:30:59.419199,Venta,28_853,Rechazado,1374.44,Soles,813,Sin observaciones,612320,916541,274073214934,8465,16.97,NO,4153******7766,Nacional,Crédito,Amex,CHIP,Interbank,5411578911,Scotiabank,9,NO,Paga Rápido,1253,71.36,SI,18.94,5.86,SI,NO,6.6,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,161,Producto C,Electrónica,392.65,Interbank,0.018,,,False,24.739919999999998,9
1054,28,2024-03-03 00:30:59.419199,Venta,28_854,Rechazado,987.38,Soles,236,Sin observaciones,749351,773483,562415814234,8530,49.06,NO,4449******7216,Internacional,Débito,MasterCard,QR,BCP,2666503759,Interbank,2,NO,,1254,50.12,SI,0.29,9.45,NO,SI,10.09,205500028,C028,Comercio 28,Dirección Y,987654321,correo28@example.com,2024-11-14,Arequipa,Los Olivos,Provincia X,Departamento X,Minorista,Tecnología,62543.45,2016-01-03,13,Diaria,Oro,46,Producto A,Alimentos,138.02,BCP,0.015,,,False,14.810699999999999,3
1055,29,2024-01-03 00:30:59.419199,Venta,29_855,Rechazado,1965.2,Soles,701,Observado,122828,392941,569295389915,2894,22.39,NO,4423******1366,Nacional,Crédito,Visa,Magstripe,Interbank,8322538668,BBVA,10,SI,Paga Rápido,1255,9.7,NO,6.28,0.43,SI,SI,6.04,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,139,Producto A,Ropa,54.0,Interbank,0.018,,,False,35.373599999999996,3
1056,29,2024-01-28 00:30:59.419199,Venta,29_856,Rechazado,1184.06,Soles,540,Observado,193012,453490,366569877061,9541,14.29,SI,4610******1928,Internacional,Crédito,Visa,Manual,BCP,9481039799,Interbank,9,SI,Descuento Especial,1256,64.16,SI,17.09,5.81,NO,NO,10.31,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,106,Producto E,Muebles,135.88,BCP,0.02,,,False,23.6812,28
1057,29,2024-10-11 00:30:59.420217,Venta,29_857,En proceso,1824.8,Soles,809,Observado,110632,147109,587253013919,7368,26.41,SI,4073******8684,Internacional,Débito,Visa,Magstripe,Interbank,2007546381,Interbank,8,SI,Descuento Especial,1257,13.66,SI,11.25,6.4,NO,NO,0.03,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,160,Producto D,Ropa,174.42,Interbank,0.012,,,False,21.8976,11
1058,29,2024-11-05 00:30:59.420217,Venta,29_858,En proceso,182.48,Soles,271,,626460,378614,558265393604,1148,1.22,SI,4029******4901,Nacional,Crédito,Amex,CHIP,BCP,9111905007,Interbank,1,SI,Cashback Program,1258,9.99,NO,16.27,1.01,SI,SI,10.04,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,53,Producto A,Ropa,475.48,BCP,0.02,,,False,3.6496,5
1059,29,2024-07-23 00:30:59.420217,Venta,29_859,Rechazado,1363.98,Soles,221,Observado,946122,318459,127722871787,3687,17.72,NO,4120******6015,Nacional,Crédito,MasterCard,QR,Interbank,7450800967,Scotiabank,3,NO,,1259,36.12,SI,7.36,7.38,SI,NO,10.17,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,43,Producto A,Alimentos,304.19,Interbank,0.018,,,False,24.55164,23
1060,29,2024-09-12 00:30:59.420217,Venta,29_860,Completado,1496.84,Soles,449,,329428,965538,770188122263,4477,5.97,NO,4129******4093,Internacional,Débito,Amex,CHIP,BCP,9548586473,BCP,1,NO,Cashback Program,1260,0.2,SI,11.11,9.87,NO,NO,3.78,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,88,Producto D,Muebles,54.58,BCP,0.015,,,False,22.452599999999997,12
1061,29,2024-05-29 00:30:59.420217,Venta,29_861,Completado,834.42,Soles,748,Sin observaciones,360066,880902,440748998352,8074,18.4,NO,4746******6321,Internacional,Crédito,MasterCard,Magstripe,BCP,5582917678,BBVA,4,SI,Descuento Especial,1261,33.29,NO,2.11,5.06,NO,SI,6.71,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,148,Producto C,Ropa,393.79,BCP,0.02,,,False,16.688399999999998,29
1062,29,2024-09-11 00:30:59.420217,Venta,29_862,En proceso,642.88,Soles,834,,536891,703388,480916900067,3013,11.72,SI,4000******5739,Nacional,Débito,Amex,QR,BBVA,5225075221,Interbank,10,SI,,1262,84.55,NO,18.72,8.75,NO,SI,10.74,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,165,Producto D,Ropa,406.69,BBVA,0.013,,,False,8.35744,11
1063,29,2023-12-05 00:30:59.420217,Venta,29_863,Completado,995.69,Soles,17,,746537,639029,116904357161,4836,18.16,SI,4635******7343,Nacional,Crédito,Amex,Magstripe,Interbank,1946846664,Interbank,6,SI,Paga Rápido,1263,61.59,SI,0.24,4.04,SI,SI,10.11,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,2,Producto B,Muebles,48.11,Interbank,0.018,,,False,17.92242,5
1064,29,2024-04-07 00:30:59.420217,Venta,29_864,En proceso,831.83,Soles,177,,912217,467595,427752872765,7805,28.59,NO,4911******5488,Nacional,Débito,Amex,QR,BBVA,3183200772,Scotiabank,3,NO,Paga Rápido,1264,60.63,SI,9.39,8.63,NO,SI,8.89,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,34,Producto B,Electrónica,242.18,BBVA,0.013,,,False,10.813790000000001,7
1065,29,2024-03-22 00:30:59.420217,Venta,29_865,En proceso,1461.17,Soles,958,Sin observaciones,241354,718367,332037990295,1068,33.95,NO,4102******7237,Nacional,Débito,Amex,QR,BBVA,9844123995,Scotiabank,0,NO,Descuento Especial,1265,41.87,SI,10.88,9.1,NO,NO,4.75,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,190,Producto C,Muebles,429.9,BBVA,0.013,,,False,18.99521,22
1066,29,2024-07-01 00:30:59.420217,Venta,29_866,Completado,1560.12,Soles,538,Observado,471847,531928,795666797209,2927,37.22,SI,4809******5076,Internacional,Débito,Amex,CHIP,Interbank,6076452889,BCP,2,NO,Paga Rápido,1266,41.17,NO,10.87,1.64,SI,SI,6.33,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,106,Producto C,Alimentos,398.72,Interbank,0.012,,,False,18.721439999999998,1
1067,29,2024-07-08 00:30:59.420217,Venta,29_867,Rechazado,758.83,Soles,59,,861425,388159,207538074978,3903,20.53,NO,4992******9454,Internacional,Débito,MasterCard,QR,Interbank,3836619018,BCP,11,SI,Paga Rápido,1267,83.68,NO,8.03,6.24,NO,SI,2.26,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,10,Producto D,Electrónica,421.03,Interbank,0.012,,,False,9.105960000000001,8
1068,29,2023-12-18 00:30:59.420217,Venta,29_868,Completado,1728.14,Soles,979,Sin observaciones,825798,568309,155522713348,9644,4.46,SI,4540******2757,Internacional,Débito,Visa,QR,BCP,7599807857,BCP,4,SI,Descuento Especial,1268,95.07,SI,12.73,5.11,NO,NO,14.72,205500029,C029,Comercio 29,Dirección Y,987654321,correo29@example.com,2024-11-14,Lima,Los Olivos,Provincia X,Departamento X,Minorista,Moda,186567.26,2015-09-12,20,Semanal,Plata,194,Producto D,Electrónica,389.62,BCP,0.015,,,False,25.9221,18
